"","customernumber","date","salutation","title","domain","datecreated","newsletter","model","paymenttype","deliverytype","invoicepostcode","delivpostcode","voucher","advertisingdatacode","case","numberitems","gift","entry","points","shippingcosts","deliverydatepromised","deliverydatereal","weight","remi","cancel","used","w0","w1","w2","w3","w4","w5","w6","w7","w8","w9","w10","target90"
"30053",64365,"2008-08-24",0,0,4,"2008-08-24",0,1,0,0,44,"",0,"",4,4,0,0,0,0,"2008-09-09","2008-08-28",814,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"30054",46834,"2008-12-26",1,0,4,"2008-12-26",0,3,1,1,17,"",0,"",4,3,0,1,0,0,"2009-01-12","2008-12-29",1176,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"30055",6889,"2008-10-06",0,0,3,"2008-10-06",0,3,1,1,65,"",0,"BD",5,1,0,1,0,0,"2008-10-08","2008-10-08",914,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30056",11190,"2008-08-11",0,0,9,"2008-08-11",1,3,1,1,18,"",0,"",4,2,0,1,0,0,"2008-08-26","2008-08-20",231,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"30057",34582,"2008-04-20",0,0,4,"2008-04-20",0,3,1,1,97,"",0,"",3,3,0,1,0,0,"2008-04-22","2008-04-21",1065,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"30058",4247,"2008-10-27",0,0,9,"2008-10-27",0,1,0,0,70,"70",0,"",3,1,0,0,0,0,"2008-10-29","2008-10-28",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30059",51987,"2008-06-17",1,0,4,"2008-06-17",0,1,0,0,85,"",0,"",2,1,0,0,0,1,"2008-07-01","2008-06-27",435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30060",24133,"2008-08-05",1,0,12,"2008-08-05",0,3,0,0,13,"",0,"",5,5,0,1,0,0,"2008-08-06","2008-08-05",3073,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"30061",35968,"2008-05-24",1,0,9,"2008-05-24",1,1,0,0,76,"",0,"",2,1,0,0,0,1,"2009-05-26","2008-05-24",395,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"30062",18459,"2008-12-24",1,0,9,"2008-12-24",0,1,2,0,10,"",0,"",4,1,0,0,0,0,"2008-12-26","2008-12-27",756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30063",11610,"2008-11-06",0,0,4,"2008-11-06",0,3,2,0,37,"",0,"",3,1,0,1,0,0,"2008-11-07","2008-11-06",426,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"30064",13887,"2008-12-21",1,0,9,"2008-12-21",0,2,0,0,41,"",0,"",3,3,0,1,0,0,"2008-12-23","2008-12-22",1090,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
"30065",48982,"2008-09-04",0,0,12,"2008-09-04",0,3,1,1,96,"",0,"",5,2,0,1,0,0,"2008-09-17","2008-09-08",1285,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30066",41383,"2008-11-04",2,0,12,"2008-11-04",0,3,0,0,60,"40",0,"AQ",4,1,0,0,0,0,"2008-11-06","2008-11-05",680,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30067",25579,"2008-12-29",1,0,9,"2008-12-29",0,3,1,1,44,"",0,"AQ",4,1,0,0,0,0,"2009-01-07","2009-01-02",278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30068",51795,"2008-09-06",0,0,12,"2008-09-06",0,1,0,0,74,"",0,"",3,3,0,0,0,0,"2008-09-09","2008-09-08",300,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1
"30069",9109,"2008-11-19",0,0,4,"2008-11-19",0,1,0,0,6,"",0,"BQ",2,4,0,0,0,0,"2008-12-03","2008-12-03",1128,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1
"30070",37584,"2008-11-24",2,0,12,"2008-11-24",0,1,0,0,66,"",0,"",3,1,0,0,0,0,"2008-11-25","2008-11-25",498,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"30071",38313,"2008-07-31",0,0,4,"2008-07-31",0,1,0,0,54,"",0,"",2,2,0,0,0,1,"2008-08-04","2008-08-01",243,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30072",27895,"2008-07-19",1,0,0,"2008-07-19",1,3,0,0,55,"",1,"",1,2,0,1,0,0,"2009-07-22","2008-07-22",5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"30073",12941,"2008-10-08",0,0,9,"2008-10-02",0,1,2,0,66,"",1,"AX",1,1,0,0,0,0,"2008-10-10","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30074",52157,"2008-10-14",0,0,9,"2008-10-14",0,2,1,1,52,"",0,"",3,6,0,1,0,0,"2008-10-16","2008-10-15",517,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
"30075",32215,"2008-12-08",0,0,2,"2008-12-08",0,1,2,0,16,"",0,"",5,6,0,0,0,0,"2009-12-10","2009-04-22",3548,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
"30076",37788,"2008-06-12",2,0,4,"2008-06-12",0,3,1,1,45,"",0,"",4,3,0,1,0,0,"2008-06-16","2008-06-13",1522,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"30077",6703,"2008-05-28",0,0,9,"2008-05-28",0,1,2,0,60,"",0,"BQ",3,1,0,0,0,0,"2008-05-30","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30078",33917,"2008-06-14",0,0,12,"2008-06-14",0,3,1,1,23,"",0,"",1,1,0,1,0,0,"2008-06-17","2008-06-14",167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30079",56145,"2008-09-23",1,0,9,"2008-09-23",0,1,3,0,34,"",1,"AX",1,1,0,0,0,0,"2008-09-25","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30080",41040,"2008-06-23",1,0,5,"2008-06-23",0,1,2,0,24,"",0,"",2,1,0,0,0,0,"2008-06-25","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30081",26480,"2008-11-30",2,0,9,"2008-11-30",0,3,0,0,26,"",0,"",2,1,0,1,0,1,"2008-12-02","2008-12-01",247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"30082",29163,"2008-12-22",0,0,6,"2008-12-22",0,2,0,0,51,"",0,"",4,3,0,1,0,0,"2008-12-23","2008-12-22",1533,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"30083",26091,"2008-07-30",0,0,2,"2008-07-30",0,1,2,0,18,"",0,"BQ",1,1,0,0,0,0,"2008-08-01","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30084",49464,"2008-10-17",2,0,12,"2008-10-17",0,1,0,0,87,"",0,"BQ",5,4,0,0,0,0,"2009-10-20","2008-11-20",704,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"30085",60087,"2008-12-10",1,0,4,"2008-12-10",0,3,1,1,79,"",0,"",3,1,0,1,0,0,"2009-12-15","2009-01-02",71,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"30086",28054,"2008-04-26",0,0,3,"2008-04-26",0,1,2,0,90,"",1,"",3,3,0,0,0,0,"2008-04-29","2008-04-26",1544,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"30087",27118,"2008-05-06",0,0,5,"2008-05-06",0,1,2,0,42,"",1,"",3,2,0,0,0,0,"2008-05-07","2008-05-07",645,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30088",53756,"2008-05-18",0,0,12,"2008-05-18",0,1,0,0,20,"",0,"",3,2,0,0,0,0,"2008-05-20","2008-05-19",932,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30089",49487,"2008-08-21",0,0,12,"2008-08-21",0,1,0,0,13,"",0,"CA",1,1,0,0,0,1,"2009-08-25","2008-08-22",158,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"30090",13971,"2008-12-28",0,0,8,"2008-12-28",0,1,2,0,94,"",0,"",5,4,0,0,0,0,"2009-01-13","2008-12-29",1304,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"30091",12595,"2008-10-13",1,0,9,"2008-10-13",0,1,2,0,12,"",0,"",4,2,0,0,0,0,"2008-10-14","2008-10-13",947,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30092",2244,"2008-11-10",0,0,12,"2008-11-10",0,2,0,0,41,"",0,"",4,3,0,1,0,0,"2008-11-12","2008-11-11",1212,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
"30093",45613,"2008-10-06",0,0,4,"2008-10-06",0,3,1,1,83,"",0,"",3,1,0,1,0,0,"2008-10-07","2008-10-07",638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30094",63711,"2008-12-17",0,0,4,"2008-12-17",1,3,1,1,75,"",0,"",3,1,0,1,0,0,"2008-12-19","2008-12-18",197,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"30095",33622,"2008-12-09",2,0,12,"2008-12-09",0,1,3,0,58,"",0,"",4,2,0,0,0,0,"2008-12-11","2008-12-10",399,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"30096",36168,"2008-12-03",0,0,0,"2008-12-03",0,2,0,0,59,"48",0,"",3,1,0,1,0,0,"2008-12-04","2008-12-03",306,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"30097",27820,"2008-07-19",0,0,4,"2008-07-19",0,1,0,0,52,"",0,"",3,2,0,0,0,0,"2008-07-22","2008-07-21",306,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30098",35548,"2008-04-09",1,1,12,"2008-04-09",1,1,3,0,40,"",0,"BQ",3,1,0,0,0,0,"2008-04-22","2008-05-13",472,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30099",33652,"2008-08-09",0,0,2,"2008-08-09",0,1,2,0,84,"",0,"BQ",3,2,0,0,0,0,"2008-08-12","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"30100",1281,"2008-12-03",0,0,12,"2008-12-03",0,1,0,0,71,"",0,"",3,1,0,0,0,0,"2009-12-08","2009-12-06",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"30101",49846,"2008-12-21",1,0,11,"2008-12-21",1,2,1,1,50,"",0,"",4,1,0,1,0,0,"2008-12-23","2008-12-23",123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30102",28436,"2008-09-09",1,0,9,"2008-09-09",0,1,3,0,66,"",0,"",1,1,0,0,0,0,"2008-09-11","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30103",43755,"2008-11-07",1,0,4,"2008-11-07",0,2,1,1,57,"",0,"",4,1,0,1,0,0,"2008-11-11","2008-11-08",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30104",10558,"2008-12-03",1,0,7,"2008-12-03",1,1,0,0,63,"",0,"",4,1,0,0,0,0,"2008-12-04","2008-12-03",464,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"30105",2013,"2008-07-17",0,0,12,"2008-07-17",0,1,2,0,10,"",0,"",2,1,0,0,0,1,"2008-07-18","2008-07-18",446,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"30106",49456,"2008-06-16",1,0,9,"2008-06-16",0,3,2,0,31,"",0,"",4,1,0,1,0,0,"2008-06-18","2008-06-17",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30107",12366,"2008-11-10",1,0,9,"2008-11-10",0,3,3,0,63,"",0,"",2,1,0,1,0,0,"2008-11-12","0000-00-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30108",1329,"2008-06-30",0,0,1,"2008-06-30",0,1,0,0,61,"",0,"BQ",1,1,0,0,0,0,"2008-07-02","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30109",6791,"2008-11-28",1,0,8,"2008-11-23",1,1,0,0,19,"",1,"AX",1,1,0,0,0,0,"2008-12-02","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30110",3799,"2008-04-04",1,0,5,"2008-04-03",0,1,3,0,85,"",0,"BQ",3,2,0,0,0,0,"2008-04-08","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"30111",278,"2008-06-25",1,1,9,"2008-06-25",1,2,2,0,1,"",0,"BD",3,2,0,1,0,0,"2009-06-29","2008-09-23",744,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30112",5613,"2008-05-07",2,0,11,"2008-05-07",0,1,3,0,50,"",0,"",2,2,0,0,0,0,"2008-05-08","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"30113",56655,"2008-04-15",0,0,4,"2008-04-15",0,3,1,1,77,"",0,"",4,2,0,1,0,0,"2008-04-17","2008-04-16",860,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30114",16093,"2008-12-01",1,0,12,"2008-12-01",1,1,0,0,63,"",0,"",5,5,0,0,0,0,"2008-12-03","2008-12-02",1659,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"30115",19239,"2008-04-04",2,0,9,"2008-04-04",0,1,0,0,20,"",0,"",4,2,0,0,0,0,"2008-04-08","2008-04-05",591,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"30116",61042,"2008-11-14",1,0,8,"2008-11-14",1,1,2,0,49,"",0,"",2,1,0,0,0,1,"2008-11-18","2008-11-15",682,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30117",11561,"2008-05-14",1,0,1,"2008-05-14",0,2,1,1,40,"",0,"BQ",2,2,0,1,0,0,"2008-05-15","2008-05-15",549,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"30118",20926,"2008-10-16",0,0,9,"2008-10-03",0,2,0,0,52,"",1,"",1,2,0,1,0,0,"2008-10-17","2008-10-16",987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30119",14820,"2008-10-26",0,0,12,"2008-10-26",0,1,2,0,21,"",0,"BQ",1,1,0,0,0,0,"2008-10-28","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"30120",65293,"2008-06-24",1,0,12,"2008-06-24",1,1,2,0,80,"",0,"",1,1,0,0,0,0,"2008-06-26","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"30121",21243,"2008-04-21",1,0,5,"2008-04-21",0,1,2,0,52,"",0,"",3,2,0,0,0,0,"2009-04-24","2008-05-26",332,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30122",29356,"2008-12-04",0,0,12,"2008-12-04",0,3,1,1,44,"",0,"BD",2,2,0,1,0,0,"2008-12-05","2008-12-04",704,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"30123",50861,"2008-04-27",2,0,12,"2008-04-25",0,3,1,1,64,"",0,"",4,2,0,1,0,0,"2008-05-14","2008-05-03",518,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"30124",11546,"2008-09-04",1,0,12,"2008-09-04",0,3,1,1,24,"",0,"",2,1,0,1,0,0,"2008-09-08","2008-09-05",384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"30125",31387,"2008-09-03",0,0,9,"2008-09-03",0,1,0,0,78,"",0,"AB",4,2,0,0,0,0,"2008-09-04","2008-09-04",1038,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30126",10324,"2008-07-08",0,0,4,"2008-07-08",0,3,0,0,64,"",1,"",2,7,0,1,0,0,"2008-07-10","2008-07-11",4109,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
"30127",59889,"2008-09-05",1,0,11,"2008-09-05",0,1,2,0,42,"",0,"BQ",2,1,0,0,0,0,"2008-09-09","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"30128",64106,"2008-04-03",1,0,12,"2008-04-03",0,1,3,0,48,"",0,"",1,1,0,0,0,0,"2008-04-10","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30129",63831,"2008-12-26",1,0,1,"2008-12-26",0,3,1,1,96,"",0,"",4,2,0,1,0,0,"2008-12-29","2008-12-27",1291,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30130",22435,"2008-06-18",1,0,9,"2008-06-18",0,3,0,0,46,"",0,"",2,1,0,1,0,1,"2008-06-20","2008-06-19",208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"30131",50156,"2008-05-31",1,0,8,"2008-05-31",0,3,1,1,92,"",0,"",1,1,0,1,0,0,"2008-06-03","2008-06-03",295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"30132",39609,"2008-11-05",1,0,12,"2008-11-05",0,1,0,0,99,"",0,"AB",3,1,0,0,0,0,"2008-11-06","2008-11-05",540,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30133",36501,"2008-06-06",0,0,6,"2008-06-06",0,1,0,0,21,"",1,"BI",3,3,0,0,0,0,"2008-06-10","2008-06-09",986,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"30134",4264,"2008-05-12",0,0,12,"2008-05-12",0,3,1,1,76,"",0,"",4,3,0,1,0,0,"2008-05-14","2008-05-13",842,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"30135",22969,"2008-08-14",0,0,11,"2008-08-14",0,3,0,0,38,"",0,"",2,2,0,1,0,0,"2008-08-18","2008-08-16",937,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"30136",56829,"2008-04-07",0,0,4,"2008-04-07",0,1,0,0,1,"",0,"",3,2,0,0,0,0,"2009-04-10","2008-05-28",887,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30137",26160,"2008-06-12",1,0,12,"2008-06-12",0,1,1,1,90,"",0,"",2,1,0,0,0,0,"2008-06-13","2008-06-12",297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30138",25228,"2008-09-25",1,0,12,"2008-09-25",0,3,1,1,65,"",0,"",1,1,0,1,0,0,"2008-09-29","2008-09-27",341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"30139",20846,"2008-08-20",0,0,0,"2008-08-20",1,3,1,1,59,"",0,"",4,9,0,1,0,0,"2008-08-21","2008-08-21",1720,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0
"30140",34163,"2008-04-17",0,0,4,"2008-04-17",1,2,2,0,41,"",1,"BD",1,1,0,1,0,0,"2008-04-21","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30141",39881,"2008-09-19",0,0,4,"2008-09-19",0,2,0,0,45,"",1,"",1,2,0,1,0,0,"2009-09-22","2009-03-18",960,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30142",34908,"2008-12-22",2,0,9,"2008-12-22",0,1,3,0,70,"",0,"",4,1,0,0,0,0,"2008-12-23","2008-12-22",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30143",17926,"2008-10-07",1,0,0,"2008-10-07",0,3,2,0,33,"",0,"",3,1,0,1,0,0,"2008-10-08","2008-10-07",939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"30144",11144,"2008-07-27",1,0,4,"2008-07-27",0,1,1,1,98,"",0,"",2,1,0,0,0,0,"2008-07-29","2008-07-28",244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30145",43694,"2008-04-03",0,0,8,"2008-04-03",1,1,0,0,6,"",0,"",4,4,0,0,0,0,"2008-04-17","2008-04-23",531,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1
"30146",11149,"2008-09-15",0,0,9,"2008-09-15",0,1,0,0,57,"",1,"AR",1,1,0,0,0,0,"2008-09-16","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30147",24418,"2008-12-16",1,0,9,"2008-12-16",0,1,0,0,1,"",0,"",1,1,0,0,0,0,"2008-12-17","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30148",19901,"2008-09-19",1,0,12,"2008-09-19",0,1,2,0,48,"",1,"AX",1,1,0,0,0,0,"2008-09-23","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30149",42700,"2008-12-08",2,0,12,"2008-12-08",0,1,0,0,34,"",0,"BQ",4,4,0,0,0,0,"2008-12-23","2008-12-14",861,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"30150",58644,"2008-12-17",0,0,0,"2008-12-17",0,1,1,1,54,"",0,"",1,1,0,0,0,0,"2008-12-30","2008-12-27",490,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30151",45143,"2008-08-24",1,0,8,"2008-08-24",0,1,0,0,32,"",0,"CA",5,3,0,0,0,0,"2008-08-26","2008-08-25",640,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
"30152",9057,"2008-04-11",2,0,12,"2008-04-11",0,1,0,0,10,"",0,"",4,1,0,0,0,0,"2008-05-05","2008-04-15",895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30153",21570,"2008-12-27",0,0,9,"2008-12-27",0,1,3,0,60,"",0,"",3,3,0,0,0,0,"2009-01-09","2009-01-03",702,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"30154",40702,"2008-08-17",1,0,4,"2008-08-17",0,3,3,0,21,"",0,"",3,1,0,1,0,0,"2008-08-19","0000-00-00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"30155",19082,"2008-10-22",1,0,12,"2008-10-22",0,2,0,0,46,"",1,"",1,1,0,1,0,1,"2008-10-24","2008-10-23",244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30156",42902,"2008-10-28",1,0,4,"2008-10-28",0,1,3,0,63,"",0,"",5,1,0,0,0,1,"2008-10-30","2008-10-29",113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"30157",14282,"2008-04-12",2,0,12,"2008-04-12",0,1,2,0,93,"",0,"",5,6,0,0,0,0,"2008-04-15","0000-00-00",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"30158",60710,"2008-04-08",2,0,4,"2008-04-08",0,2,0,0,41,"",1,"",2,2,0,1,0,0,"2008-04-09","2008-04-08",569,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"30159",56746,"2008-04-08",1,0,9,"2008-04-08",0,3,1,1,55,"",0,"",4,2,0,1,0,0,"2008-04-09","2008-04-09",556,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30160",9071,"2008-12-02",1,0,4,"2008-12-02",0,1,0,0,48,"",0,"",2,1,0,0,0,1,"2008-12-04","2008-12-03",276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30161",5468,"2008-10-29",0,0,1,"2008-10-29",0,3,1,1,34,"",0,"",1,1,0,1,0,0,"2008-10-31","2008-10-30",215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"30162",60476,"2008-09-07",0,0,8,"2008-09-07",0,1,0,0,91,"",1,"AR",1,1,0,0,0,0,"2008-09-09","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"30163",448,"2008-04-06",1,0,0,"2008-04-06",0,1,3,0,67,"",0,"",1,1,0,0,0,0,"2008-04-08","0000-00-00",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"30164",59551,"2008-08-19",0,0,4,"2008-08-19",1,3,0,0,91,"",0,"",4,2,0,1,0,0,"2008-08-20","2008-08-20",1349,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"30165",12134,"2008-12-31",0,0,4,"2008-12-31",0,2,1,1,45,"",0,"",4,5,0,1,0,0,"2009-01-02","2009-01-03",2738,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"30166",64690,"2008-05-23",2,0,4,"2008-05-23",0,1,3,0,79,"",0,"",5,3,0,0,0,0,"2008-05-27","0000-00-00",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"30167",18475,"2008-11-03",1,0,12,"2008-11-03",0,1,3,0,50,"",0,"",4,2,0,0,0,0,"2008-11-05","0000-00-00",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"30168",58652,"2008-04-22",0,0,4,"2008-04-22",0,1,2,0,51,"",0,"BQ",4,4,0,0,0,0,"2008-04-24","2008-04-23",1577,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"30169",62965,"2008-09-07",1,0,4,"2008-09-07",1,3,1,1,49,"",0,"",4,1,0,1,0,0,"2008-09-09","2008-09-08",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30170",14972,"2008-12-20",0,0,9,"2008-12-20",0,1,0,0,63,"",0,"",4,3,0,0,0,0,"2008-12-23","2008-12-21",1525,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
"30171",40229,"2008-06-03",0,0,11,"2008-06-03",0,1,0,0,55,"",0,"BR",5,5,0,0,0,0,"2008-06-04","2008-06-04",748,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"30172",46562,"2008-10-22",0,0,5,"2008-10-22",0,1,1,1,48,"",0,"",2,1,0,0,0,0,"2008-11-04","2008-11-04",771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"30173",52623,"2008-04-24",2,0,9,"2008-04-24",0,1,2,0,71,"",0,"",3,1,0,0,0,1,"2008-04-28","2008-04-25",452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30174",64176,"2008-09-25",2,0,9,"2008-09-25",1,1,0,0,18,"",1,"BD",4,3,0,0,0,0,"2008-09-29","2008-09-26",733,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"30175",4085,"2008-09-10",1,0,9,"2008-09-10",0,3,1,1,49,"",0,"",3,1,0,1,0,0,"2008-09-12","2008-09-18",725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30176",32758,"2008-05-09",1,0,8,"2008-05-09",1,1,3,0,47,"",0,"",4,2,0,0,0,0,"2008-05-23","2008-05-16",468,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"30177",37503,"2008-04-03",0,0,9,"2008-04-03",0,3,1,1,24,"",0,"",4,1,0,1,0,0,"2008-04-07","2008-04-04",778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"30178",48246,"2008-08-24",0,0,12,"2008-08-24",1,1,0,0,26,"",0,"",5,7,0,0,0,0,"2009-08-27","2008-08-25",2326,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
"30179",37131,"2008-12-14",1,0,4,"2008-12-14",0,2,3,0,58,"",0,"",4,2,0,1,0,0,"2008-12-16","2008-12-16",1670,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"30180",60058,"2008-04-05",1,0,6,"2008-04-05",0,1,2,0,65,"",0,"",3,4,0,0,0,0,"2008-04-18","2008-04-19",1121,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"30181",25373,"2008-10-18",0,0,9,"2008-10-18",1,1,0,0,90,"",0,"",5,4,0,0,0,0,"2008-10-21","2008-10-20",737,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
"30182",15523,"2008-11-30",0,0,4,"2008-11-30",1,3,0,0,88,"",0,"",3,1,0,1,0,1,"2008-12-15","2008-12-03",476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"30183",1481,"2008-12-01",0,0,12,"2008-12-01",0,2,1,1,52,"",0,"",2,2,0,1,0,0,"2008-12-03","2008-12-03",220,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"30184",43181,"2008-12-16",0,0,8,"2008-12-16",1,1,0,0,21,"",0,"BQ",4,2,0,0,0,0,"2008-12-17","2008-12-18",979,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
